##n,orderinfo,name,comment,z,x,y, pixmax,intensity,sdev,volsize,mass,,,, color_r,color_g,color_b
0, , ,, 85.000,683.000,84.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 84.000,1222.000,87.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1304.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1243.000,91.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,1205.000,92.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1372.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1344.000,47.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,1398.000,69.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1439.000,78.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,468.000,119.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 86.000,1257.000,59.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1152.000,59.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1336.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1270.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,1451.000,71.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1007.000,78.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 86.000,1337.000,82.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,1162.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,1175.000,96.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 88.000,1138.000,54.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,825.000,63.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1192.000,58.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1371.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1233.000,76.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1047.000,75.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,972.000,79.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1135.000,91.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1121.000,59.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,922.000,62.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1208.000,56.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 90.000,1284.000,63.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 90.000,1225.000,62.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1253.000,74.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 90.000,1185.000,79.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1325.000,139.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1169.000,55.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1353.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1243.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 90.000,1139.000,69.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1318.000,69.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 89.000,1358.000,83.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 90.000,1150.000,79.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 88.000,1319.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 92.000,1166.000,74.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 98.000,1269.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
